change_request_id,sprint_id,sprint_name,release_id,work_item_id,work_item_name,work_item_level,item_type,story_points,priority,request_date,days_into_sprint,sprint_progress_pct,original_estimate_hours,rework_hours,actual_hours,base_effort_hours,impacted_effort_hours,remaining_capacity_hours,caused_spillover,delay_days_caused,delay_severity,complexity_score,predicted_risk_proxy,sprint_task_load,team_capacity_hours,team_headcount,base_remaining_capacity_hours,utilisation_factor,timing_penalty,priority_multiplier,recommendation
CR_000096,1556,Sprint 22 - Yenisei - Release X+9,REL_X+9,7377,iOS UI implementation,Task,Task,2,Medium,2025-12-09,8,80.0,8,1,9,9,9.7,22.1,0,0.0,On Time,2,9.3,4.553734061930784,360,9,71.99999999999999,0.6935968185939545,1.56,0.6,Accept in current sprint
CR_000097,1792,Sprint 24 - Mississippi - Release X+10,REL_X+10,4568,Add Card,Business Story,Business Story,13,Critical,2026-03-04,3,30.0,86,25,104,104,302.0,75.9,1,45.0,Critical,13,9.8,8.0,400,10,280.0,0.728868893855523,1.21,1.2,Split scope or escalate
CR_000098,217,Sprint 9 - Amazon - Release X+3,REL_X+3,6620,QA Testing,Task,Task,2,Low,2024-06-07,8,80.0,8,2,8,8,4.3,11.7,0,0.0,On Time,2,9.3,4.553734061930784,240,6,47.999999999999986,0.7559252010879489,1.56,0.3,Accept in current sprint
CR_000099,19,Sprint 19 - Amazon - Release X+2,REL_X+2,2409,Payment Confirmation,User Story,User Story,5,Low,2024-07-04,5,50.0,20,6,26,26,14.6,36.1,0,0.0,On Time,5,7.8,4.553734061930784,240,6,120.0,0.6988979932067013,1.35,0.3,Accept in current sprint
CR_000100,256,Sprint 22 - Nile - Release X+3,REL_X+3,6794,Payment Form,User Story,User Story,7,High,2024-10-09,2,20.0,33,4,36,36,56.8,58.8,1,0.0,On Time,7,5.8,4.553734061930784,280,7,224.0,0.7376165262514249,1.14,0.9,Split scope or escalate
CR_000101,1828,Sprint 8 - Ganga - Release X+10,REL_X+10,2428,iOS development task 1,Task,Task,1,Low,2025-10-01,9,90.0,4,0,4,4,2.1,6.3,0,0.0,On Time,1,9.8,3.0,200,5,19.999999999999996,0.685504672540508,1.63,0.3,Accept in current sprint
CR_000102,1069,Sprint 3 - Nile - Release X+7,REL_X+7,3635,iOS UI implementation,Task,Task,1,Medium,2025-01-12,7,70.0,6,1,6,6,5.8,31.5,0,0.0,On Time,1,7.8,2.0,280,7,84.00000000000001,0.6252165939950808,1.49,0.6,Accept in current sprint
CR_000103,1687,Sprint 23 - Amazon - Release X+10,REL_X+10,4327,Remove Card,Business Story,Business Story,13,Medium,2026-02-26,7,70.0,55,8,63,63,112.6,22.0,1,45.0,Critical,13,13.8,4.553734061930784,240,6,72.00000000000001,0.6940037922295395,1.49,0.6,Split scope or escalate
CR_000104,949,Sprint 13 - Mississippi - Release X+6,REL_X+6,4055,Payment Form,User Story,User Story,8,High,2025-02-08,4,40.0,56,0,56,56,104.2,88.5,1,4.5,Minor,8,8.3,5.0,400,10,240.0,0.6314060350154335,1.28,0.9,Split scope or escalate
CR_000105,602,Sprint 4 - Congo - Release X+4,REL_X+4,1944,QA iOS,Task,Task,1,Medium,2024-06-22,3,30.0,4,1,4,4,3.1,37.9,0,0.0,On Time,1,3.8,4.553734061930784,160,4,112.0,0.6615915474893264,1.21,0.6,Accept in current sprint
CR_000106,867,Sprint 9 - Nile - Release X+6,REL_X+6,6710,Send email,User Story,User Story,4,Low,2024-12-27,1,10.0,24,7,28,28,11.8,62.8,0,0.0,On Time,4,3.3,4.553734061930784,280,7,252.0,0.7509525376763786,1.07,0.3,Accept in current sprint
CR_000107,117,Sprint 13 - Mississippi - Release X+2,REL_X+2,2264,Backend API development,Task,Task,3,Low,2024-05-08,8,80.0,15,4,15,15,8.6,24.9,0,0.0,On Time,3,9.8,4.553734061930784,400,10,79.99999999999999,0.6884620973830338,1.56,0.3,Accept in current sprint
CR_000108,1517,Sprint 9 - Yangtze - Release X+9,REL_X+9,4348,Android development task -1,Task,Task,3,Medium,2025-07-29,5,50.0,21,4,22,22,21.9,51.1,0,0.0,On Time,3,6.8,5.0,320,8,160.0,0.6807886613033427,1.35,0.6,Accept in current sprint
CR_000109,581,Sprint 9 - Ganga - Release X+4,REL_X+4,4062,QA iOS,Task,Task,2,High,2024-08-10,2,20.0,8,1,8,8,9.5,34.3,0,0.0,On Time,2,3.3,3.0,200,5,160.0,0.7858182548506487,1.14,0.9,Accept in current sprint
CR_000110,122,Sprint 18 - Mississippi - Release X+2,REL_X+2,811,QA Android,Task,Task,2,Low,2024-06-23,4,40.0,12,3,14,14,6.2,89.5,0,0.0,On Time,2,5.3,4.0,400,10,240.0,0.6271798778287478,1.28,0.3,Accept in current sprint
CR_000111,542,Sprint 22 - Mississippi - Release X+4,REL_X+4,3101,Make a transfer,User Story,User Story,5,Medium,2024-12-25,9,90.0,32,5,32,32,43.3,9.7,1,9.7,Moderate,5,11.8,5.0,400,10,39.99999999999999,0.7574283169577993,1.63,0.6,Defer to next sprint
CR_000112,1673,Sprint 9 - Amazon - Release X+10,REL_X+10,4126,Payment Confirmation,User Story,User Story,3,High,2025-10-07,5,50.0,12,0,12,12,17.9,42.2,0,0.0,On Time,3,6.8,4.553734061930784,240,6,120.0,0.6484065888874656,1.35,0.9,Accept in current sprint
CR_000113,555,Sprint 9 - Waikato - Release X+4,REL_X+4,1715,Android UI implementation,Task,Task,2,Medium,2024-08-15,7,70.0,13,1,14,14,14.4,8.6,1,4.9,Minor,2,8.3,4.553734061930784,120,3,36.00000000000001,0.7612130637208082,1.49,0.6,Split scope or escalate
CR_000114,1602,Sprint 16 - Waikato - Release X+9,REL_X+9,5985,QA Testing,Task,Task,1,Critical,2025-10-05,3,30.0,6,0,6,6,9.4,28.3,0,0.0,On Time,1,3.8,4.553734061930784,120,3,84.0,0.6630404846242213,1.21,1.2,Accept in current sprint
CR_000115,1376,Sprint 24 - Mississippi - Release X+8,REL_X+8,1343,Back end development task -1,Task,Task,1,Low,2025-10-18,6,60.0,5,0,5,5,2.3,55.7,0,0.0,On Time,1,6.8,4.553734061930784,400,10,160.0,0.6515668930250715,1.42,0.3,Accept in current sprint
CR_000116,233,Sprint 25 - Amazon - Release X+3,REL_X+3,5143,Back end development task -1,Task,Task,2,Low,2024-11-07,1,10.0,14,0,14,14,5.2,70.0,0,0.0,On Time,2,2.3,1.0,240,6,216.0,0.6758361593061392,1.07,0.3,Accept in current sprint
CR_000117,508,Sprint 14 - Yenisei - Release X+4,REL_X+4,6403,iOS UI implementation,Task,Task,1,Low,2024-10-01,4,40.0,7,2,9,9,3.7,84.1,0,0.0,On Time,1,4.8,4.0,360,9,216.0,0.6105516147375991,1.28,0.3,Accept in current sprint
CR_000118,1785,Sprint 17 - Mississippi - Release X+10,REL_X+10,1117,Android development task -1,Task,Task,1,Critical,2025-12-26,5,50.0,5,0,5,5,8.7,73.4,0,0.0,On Time,1,5.8,4.553734061930784,400,10,200.0,0.6327900359730854,1.35,1.2,Accept in current sprint
CR_000119,1606,Sprint 20 - Waikato - Release X+9,REL_X+9,3804,Payment Confirmation,User Story,User Story,8,Medium,2025-11-15,4,40.0,52,7,57,57,70.7,20.7,1,45.0,Critical,8,8.3,3.0,120,3,72.0,0.712107628979555,1.28,0.6,Split scope or escalate
CR_000120,254,Sprint 20 - Nile - Release X+3,REL_X+3,7231,QA Android,Task,Task,1,Medium,2024-09-22,5,50.0,7,0,7,7,6.1,48.4,0,0.0,On Time,1,5.8,4.553734061930784,280,7,140.0,0.6540269355990861,1.35,0.6,Accept in current sprint
CR_000121,1623,Sprint 11 - Ganga - Release X+9,REL_X+9,6099,Backend API development,Task,Task,2,High,2025-08-19,6,60.0,8,2,9,9,13.3,27.0,0,0.0,On Time,2,7.3,5.0,200,5,80.0,0.6629167127753112,1.42,0.9,Accept in current sprint
CR_000122,1586,Sprint 26 - Mississippi - Release X+9,REL_X+9,7622,QA Android,Task,Task,2,High,2026-01-19,9,90.0,10,1,11,11,18.6,15.0,0,0.0,On Time,2,10.3,4.553734061930784,400,10,39.99999999999999,0.6254504810569236,1.63,0.9,Accept in current sprint
CR_000123,756,Sprint 2 - Waikato - Release X+5,REL_X+5,522,QA Testing,Task,Task,1,Medium,2024-08-09,1,10.0,4,1,5,5,3.5,39.2,0,0.0,On Time,1,1.8,3.0,120,3,108.0,0.6365944844470505,1.07,0.6,Accept in current sprint
CR_000124,400,Sprint 10 - Congo - Release X+3,REL_X+3,3015,iOS development task 1,Task,Task,3,Medium,2024-06-13,4,40.0,20,2,22,22,20.8,22.6,0,0.0,On Time,3,5.8,2.0,160,4,96.0,0.7650954251703812,1.28,0.6,Accept in current sprint
CR_000125,1421,Sprint 17 - Ganga - Release X+8,REL_X+8,1788,QA iOS,Task,Task,1,Critical,2025-08-09,6,60.0,6,0,6,6,11.0,31.6,0,0.0,On Time,1,6.8,4.553734061930784,200,5,80.0,0.6056036754340787,1.42,1.2,Accept in current sprint
CR_000126,648,Sprint 24 - Amazon - Release X+5,REL_X+5,399,QA iOS,Task,Task,3,High,2025-03-25,9,90.0,19,5,24,24,43.3,9.2,1,12.8,Moderate,3,10.8,1.0,240,6,23.999999999999993,0.6176059895543893,1.63,0.9,Defer to next sprint
CR_000127,1656,Sprint 18 - Congo - Release X+9,REL_X+9,1837,Android development task -1,Task,Task,2,Critical,2025-10-25,3,30.0,10,2,11,11,18.4,36.8,0,0.0,On Time,2,4.3,5.0,160,4,112.0,0.671625706822923,1.21,1.2,Accept in current sprint
CR_000128,1437,Sprint 7 - Congo - Release X+8,REL_X+8,4114,iOS development task 1,Task,Task,3,High,2025-04-30,5,50.0,19,3,22,22,32.9,27.4,0,0.0,On Time,3,6.8,5.0,160,4,80.0,0.6570548456588461,1.35,0.9,Accept in current sprint
CR_000129,1159,Sprint 15 - Mississippi - Release X+7,REL_X+7,3392,Back end development task -1,Task,Task,2,Low,2025-05-10,5,50.0,10,1,10,10,4.7,62.9,0,0.0,On Time,2,6.3,5.0,400,10,200.0,0.6854276005660171,1.35,0.3,Accept in current sprint
CR_000130,100,Sprint 22 - Yenisei - Release X+2,REL_X+2,3778,Android development task -1,Task,Task,1,Medium,2024-08-05,7,70.0,4,1,4,4,3.9,36.8,0,0.0,On Time,1,7.8,2.0,360,9,108.00000000000001,0.6595302783643257,1.49,0.6,Accept in current sprint
CR_000131,1520,Sprint 12 - Yangtze - Release X+9,REL_X+9,5835,iOS development task 1,Task,Task,3,Critical,2025-08-27,4,40.0,19,2,20,20,37.8,57.7,0,0.0,On Time,3,5.8,4.553734061930784,320,8,192.0,0.6993678174356178,1.28,1.2,Accept in current sprint
CR_000132,1609,Sprint 23 - Waikato - Release X+9,REL_X+9,7691,Environment setup,Task,Task,2,Critical,2025-12-16,5,50.0,14,4,16,16,29.9,16.2,1,10.5,Moderate,2,6.3,4.0,120,3,60.0,0.7306449350781177,1.35,1.2,Split scope or escalate
CR_000133,46,Sprint 20 - Nile - Release X+2,REL_X+2,7691,Environment setup,Task,Task,2,Critical,2024-07-17,8,80.0,14,2,14,14,30.2,20.6,1,2.8,Minor,2,9.3,4.553734061930784,280,7,55.999999999999986,0.6314320010836544,1.56,1.2,Defer to next sprint
CR_000134,406,Sprint 16 - Congo - Release X+3,REL_X+3,5239,QA iOS,Task,Task,1,Medium,2024-08-15,7,70.0,7,0,7,7,6.7,18.6,0,0.0,On Time,1,7.8,4.553734061930784,160,4,48.00000000000001,0.6120893144212732,1.49,0.6,Accept in current sprint
CR_000135,1259,Sprint 11 - Amazon - Release X+8,REL_X+8,7420,Verify Email,User Story,User Story,5,Medium,2025-06-09,5,50.0,27,2,29,29,32.5,36.8,0,0.0,On Time,5,7.8,4.553734061930784,240,6,120.0,0.693746943818155,1.35,0.6,Accept in current sprint
CR_000136,294,Sprint 8 - Yenisei - Release X+3,REL_X+3,3450,Android development task -1,Task,Task,2,High,2024-05-28,8,80.0,9,1,9,9,14.6,24.5,1,0.0,On Time,2,9.3,4.553734061930784,360,9,71.99999999999999,0.6593297484536347,1.56,0.9,Defer to next sprint
CR_000137,121,Sprint 17 - Mississippi - Release X+2,REL_X+2,5638,Back end development task -1,Task,Task,1,High,2024-06-18,9,90.0,5,1,5,5,7.9,8.5,1,0.0,On Time,1,9.8,11.0,400,10,39.99999999999999,0.7868843995499071,1.63,0.9,Defer to next sprint
CR_000138,1141,Sprint 23 - Yenisei - Release X+7,REL_X+7,4980,Payment Form,User Story,User Story,5,Low,2025-07-28,4,40.0,31,2,33,33,17.5,67.9,0,0.0,On Time,5,6.8,4.553734061930784,360,9,216.0,0.685475947098144,1.28,0.3,Accept in current sprint
CR_000139,1023,Sprint 9 - Congo - Release X+6,REL_X+6,5140,iOS UI implementation,Task,Task,2,Low,2025-01-01,6,60.0,10,3,12,12,5.9,13.7,0,0.0,On Time,2,7.3,7.0,160,4,64.0,0.7852912124968148,1.42,0.3,Accept in current sprint
CR_000140,1431,Sprint 1 - Congo - Release X+8,REL_X+8,6499,QA iOS,Task,Task,1,Low,2025-03-05,9,90.0,6,1,7,7,3.7,3.6,1,0.0,On Time,1,9.8,2.0,160,4,15.999999999999996,0.7751693161069969,1.63,0.3,Defer to next sprint
CR_000141,1010,Sprint 22 - Ganga - Release X+6,REL_X+6,6169,Make a transfer,User Story,User Story,7,Low,2025-05-08,3,30.0,37,10,47,47,26.2,43.7,1,0.0,On Time,7,6.8,1.0,200,5,140.0,0.6878897767206245,1.21,0.3,Split scope or escalate
CR_000142,1399,Sprint 21 - Waikato - Release X+8,REL_X+8,2431,Password Reset,Business Story,Business Story,10,Low,2025-09-16,4,40.0,68,0,68,68,46.2,20.2,1,20.1,Severe,10,9.3,4.553734061930784,120,3,72.0,0.7199402614906294,1.28,0.3,Split scope or escalate
CR_000143,975,Sprint 13 - Waikato - Release X+6,REL_X+6,3367,Android development task -1,Task,Task,1,Low,2025-02-09,5,50.0,4,1,5,5,2.2,15.5,0,0.0,On Time,1,5.8,9.0,120,3,60.0,0.7420984179234493,1.35,0.3,Accept in current sprint
CR_000144,567,Sprint 21 - Waikato - Release X+4,REL_X+4,354,QA Android,Task,Task,1,Low,2024-12-12,6,60.0,6,1,7,7,3.2,18.2,0,0.0,On Time,1,6.8,6.0,120,3,48.0,0.6198598237049116,1.42,0.3,Accept in current sprint
CR_000145,774,Sprint 20 - Waikato - Release X+5,REL_X+5,2006,iOS UI implementation,Task,Task,1,Low,2025-02-10,6,60.0,4,0,4,4,1.8,19.1,0,0.0,On Time,1,6.8,5.0,120,3,48.0,0.601309952047055,1.42,0.3,Accept in current sprint
CR_000146,1781,Sprint 13 - Mississippi - Release X+10,REL_X+10,6988,Back end development task -1,Task,Task,1,Medium,2025-11-19,8,80.0,5,0,5,5,5.0,19.6,0,0.0,On Time,1,8.8,4.553734061930784,400,10,79.99999999999999,0.7549889842418572,1.56,0.6,Accept in current sprint
CR_000147,1304,Sprint 4 - Yangtze - Release X+8,REL_X+8,2941,QA Testing,Task,Task,1,Medium,2025-04-03,8,80.0,6,0,6,6,6.0,15.6,0,0.0,On Time,1,8.8,4.0,320,8,63.999999999999986,0.7559687464404892,1.56,0.6,Accept in current sprint
CR_000148,1005,Sprint 17 - Ganga - Release X+6,REL_X+6,4185,Display Card Screen,User Story,User Story,5,High,2025-03-20,4,40.0,28,2,28,28,44.7,40.4,1,1.6,Minor,5,6.8,2.0,200,5,120.0,0.6636691148567377,1.28,0.9,Split scope or escalate
CR_000149,1309,Sprint 9 - Yangtze - Release X+8,REL_X+8,7641,Display Card Menu,User Story,User Story,5,High,2025-05-23,8,80.0,34,3,35,35,68.0,18.9,1,19.9,Moderate,5,10.8,2.0,320,8,63.999999999999986,0.7040059238126725,1.56,0.9,Defer to next sprint
CR_000150,384,Sprint 20 - Ganga - Release X+3,REL_X+3,693,Android UI implementation,Task,Task,1,High,2024-09-18,1,10.0,6,0,6,6,6.2,67.0,1,0.0,On Time,1,1.8,1.0,200,5,180.0,0.6275906836678914,1.07,0.9,Split scope or escalate
CR_000151,528,Sprint 8 - Mississippi - Release X+4,REL_X+4,1679,QA iOS,Task,Task,1,Medium,2024-08-04,6,60.0,6,1,7,7,6.4,57.1,0,0.0,On Time,1,6.8,2.0,400,10,160.0,0.6433152152219211,1.42,0.6,Accept in current sprint
CR_000152,740,Sprint 12 - Mississippi - Release X+5,REL_X+5,7834,QA Testing,Task,Task,1,Critical,2024-11-18,2,20.0,6,1,6,6,8.8,65.9,0,0.0,On Time,1,2.8,4.553734061930784,400,10,320.0,0.7939183965717935,1.14,1.2,Accept in current sprint
CR_000153,9,Sprint 9 - Amazon - Release X+2,REL_X+2,4867,Android development task -1,Task,Task,1,Low,2024-03-25,4,40.0,5,0,5,5,2.1,56.7,0,0.0,On Time,1,4.8,1.0,240,6,144.0,0.6060642401356483,1.28,0.3,Accept in current sprint
CR_000154,741,Sprint 13 - Mississippi - Release X+5,REL_X+5,451,QA iOS,Task,Task,2,High,2024-12-04,8,80.0,11,1,11,11,17.8,24.8,0,0.0,On Time,2,9.3,4.553734061930784,400,10,79.99999999999999,0.6898584304004773,1.56,0.9,Accept in current sprint
CR_000155,467,Sprint 25 - Nile - Release X+4,REL_X+4,918,Payment Form,User Story,User Story,5,Low,2025-01-20,5,50.0,24,7,27,27,15.1,29.6,0,0.0,On Time,5,7.8,3.0,280,7,140.0,0.7882682980382963,1.35,0.3,Accept in current sprint
CR_000156,1060,Sprint 20 - Amazon - Release X+7,REL_X+7,2952,Review transfer,User Story,User Story,5,Medium,2025-07-02,8,80.0,21,6,22,22,28.5,12.8,0,0.0,On Time,5,10.8,4.553734061930784,240,6,47.999999999999986,0.7339683292991652,1.56,0.6,Accept in current sprint
CR_000157,1243,Sprint 21 - Congo - Release X+7,REL_X+7,5550,QA Testing,Task,Task,1,Low,2025-07-13,9,90.0,4,0,4,4,2.1,4.1,1,0.0,On Time,1,9.8,4.553734061930784,160,4,15.999999999999996,0.7432363599815031,1.63,0.3,Defer to next sprint
CR_000158,57,Sprint 5 - Yangtze - Release X+2,REL_X+2,4871,Update Card,Business Story,Business Story,13,Low,2024-02-12,2,20.0,82,2,82,82,56.1,75.7,0,0.0,On Time,13,8.8,1.0,320,8,256.0,0.7044893362884868,1.14,0.3,Accept in current sprint
CR_000159,572,Sprint 26 - Waikato - Release X+4,REL_X+4,3014,QA Testing,Task,Task,2,Medium,2025-02-01,7,70.0,9,0,9,9,9.3,8.8,1,0.3,Minor,2,8.3,4.553734061930784,120,3,36.00000000000001,0.7544851467576663,1.49,0.6,Split scope or escalate
CR_000160,1661,Sprint 23 - Congo - Release X+9,REL_X+9,5393,QA iOS,Task,Task,2,Medium,2025-12-19,8,80.0,14,4,18,18,19.4,6.7,1,7.2,Moderate,2,9.3,3.0,160,4,31.999999999999993,0.7892152463656361,1.56,0.6,Defer to next sprint
CR_000161,61,Sprint 9 - Yangtze - Release X+2,REL_X+2,1714,Display Card Screen,User Story,User Story,7,Medium,2024-03-30,9,90.0,33,3,33,33,49.7,9.4,1,35.2,Severe,7,12.8,1.0,320,8,31.999999999999993,0.7051549636400177,1.63,0.6,Defer to next sprint
CR_000162,138,Sprint 8 - Waikato - Release X+2,REL_X+2,4042,Process Payment,Business Story,Business Story,9,Medium,2024-03-16,5,50.0,46,0,46,46,63.1,22.5,1,45.0,Critical,9,9.8,4.553734061930784,120,3,60.0,0.6243528067273153,1.35,0.6,Split scope or escalate
CR_000163,1281,Sprint 7 - Nile - Release X+8,REL_X+8,4745,Back end development task -2,Task,Task,2,Low,2025-05-04,9,90.0,11,3,13,13,7.3,7.3,0,0.0,On Time,2,10.3,13.0,280,7,27.999999999999993,0.7401335742792041,1.63,0.3,Accept in current sprint
CR_000164,698,Sprint 22 - Yangtze - Release X+5,REL_X+5,5933,QA iOS,Task,Task,3,High,2025-03-02,6,60.0,20,2,20,20,31.5,36.5,1,0.0,On Time,3,7.8,2.0,320,8,128.0,0.7150080736772073,1.42,0.9,Split scope or escalate
CR_000165,1698,Sprint 8 - Nile - Release X+10,REL_X+10,7887,Environment setup,Task,Task,2,Critical,2025-09-29,7,70.0,11,1,11,11,22.7,26.7,0,0.0,On Time,2,8.3,5.0,280,7,84.00000000000001,0.682460297080911,1.49,1.2,Accept in current sprint
CR_000166,806,Sprint 26 - Ganga - Release X+5,REL_X+5,1112,Send email,User Story,User Story,5,Critical,2025-04-12,7,70.0,34,2,36,36,89.1,12.5,1,42.8,Severe,5,9.8,3.0,200,5,60.00000000000001,0.7910869990872096,1.49,1.2,Split scope or escalate
CR_000167,1413,Sprint 9 - Ganga - Release X+8,REL_X+8,1167,QA Android,Task,Task,1,High,2025-05-24,9,90.0,4,1,4,4,6.3,6.9,0,0.0,On Time,1,9.8,2.0,200,5,19.999999999999996,0.6540780451378717,1.63,0.9,Accept in current sprint
CR_000168,1871,Sprint 25 - Congo - Release X+10,REL_X+10,402,Android development task -1,Task,Task,2,High,2026-03-14,3,30.0,13,2,14,14,17.6,42.4,0,0.0,On Time,2,4.3,5.0,160,4,112.0,0.6212091065749435,1.21,0.9,Accept in current sprint
CR_000169,535,Sprint 15 - Mississippi - Release X+4,REL_X+4,5754,Payment Form,User Story,User Story,5,High,2024-10-11,4,40.0,26,4,30,30,47.9,54.8,0,0.0,On Time,5,6.8,9.0,400,10,240.0,0.7716628187507306,1.28,0.9,Accept in current sprint
CR_000170,219,Sprint 11 - Amazon - Release X+3,REL_X+3,3698,QA iOS,Task,Task,1,Medium,2024-06-20,1,10.0,7,1,8,8,5.5,67.3,0,0.0,On Time,1,1.8,2.0,240,6,216.0,0.6883239575563561,1.07,0.6,Accept in current sprint
CR_000171,1147,Sprint 3 - Mississippi - Release X+7,REL_X+7,5839,Back end development task -1,Task,Task,1,Critical,2025-01-11,6,60.0,7,2,9,9,16.5,46.9,0,0.0,On Time,1,6.8,4.553734061930784,400,10,160.0,0.7065796871701858,1.42,1.2,Accept in current sprint
CR_000172,1271,Sprint 23 - Amazon - Release X+8,REL_X+8,656,iOS UI implementation,Task,Task,1,High,2025-10-09,7,70.0,4,0,4,4,5.8,22.2,0,0.0,On Time,1,7.8,4.553734061930784,240,6,72.00000000000001,0.6915460491792953,1.49,0.9,Accept in current sprint
CR_000173,879,Sprint 21 - Nile - Release X+6,REL_X+6,2516,Review transfer,User Story,User Story,7,Low,2025-04-29,4,40.0,30,8,37,37,21.9,45.3,0,0.0,On Time,7,7.8,4.553734061930784,280,7,168.0,0.7306237527416106,1.28,0.3,Accept in current sprint
CR_000174,1252,Sprint 4 - Amazon - Release X+8,REL_X+8,7750,Email Verification,Business Story,Business Story,10,Critical,2025-04-03,8,80.0,50,6,53,53,175.5,18.7,1,45.0,Critical,10,13.3,4.553734061930784,240,6,47.999999999999986,0.6104769797213067,1.56,1.2,Defer to next sprint
CR_000175,1728,Sprint 12 - Yangtze - Release X+10,REL_X+10,953,Verify Email,User Story,User Story,5,Low,2025-11-10,9,90.0,33,4,35,35,23.7,6.4,1,5.5,Moderate,5,11.8,7.0,320,8,31.999999999999993,0.7996684717345532,1.63,0.3,Defer to next sprint
CR_000176,899,Sprint 15 - Yangtze - Release X+6,REL_X+6,4748,Environment setup,Task,Task,2,Low,2025-02-25,1,10.0,8,1,9,9,3.3,98.3,0,0.0,On Time,2,2.3,4.553734061930784,320,8,288.0,0.6585450843561851,1.07,0.3,Accept in current sprint
CR_000177,1207,Sprint 11 - Ganga - Release X+7,REL_X+7,1741,QA iOS,Task,Task,3,Medium,2025-04-04,9,90.0,18,2,18,18,21.7,4.6,1,6.5,Moderate,3,10.8,1.0,200,5,19.999999999999996,0.7676005608544595,1.63,0.6,Defer to next sprint
CR_000178,885,Sprint 1 - Yangtze - Release X+6,REL_X+6,7811,Transaction history,User Story,User Story,5,Critical,2024-10-10,3,30.0,24,0,24,24,48.3,68.6,1,0.0,On Time,5,5.8,4.553734061930784,320,8,224.0,0.6939245908749538,1.21,1.2,Split scope or escalate
CR_000179,289,Sprint 3 - Yenisei - Release X+3,REL_X+3,3161,Make a transfer,User Story,User Story,5,High,2024-04-02,2,20.0,32,7,34,34,48.3,106.3,0,0.0,On Time,5,4.8,4.553734061930784,360,9,288.0,0.6308598426768705,1.14,0.9,Accept in current sprint
CR_000180,56,Sprint 4 - Yangtze - Release X+2,REL_X+2,4800,Back end development task -2,Task,Task,1,Critical,2024-02-02,2,20.0,6,1,7,7,10.3,83.6,0,0.0,On Time,1,2.8,4.553734061930784,320,8,256.0,0.6734820369394549,1.14,1.2,Accept in current sprint
CR_000181,625,Sprint 1 - Amazon - Release X+5,REL_X+5,1575,QA iOS,Task,Task,2,Critical,2024-07-30,1,10.0,10,3,13,13,19.3,86.1,0,0.0,On Time,2,2.3,4.553734061930784,240,6,216.0,0.6013814428155627,1.07,1.2,Accept in current sprint
CR_000182,1483,Sprint 1 - Nile - Release X+9,REL_X+9,7417,Android development task -1,Task,Task,3,Medium,2025-05-14,9,90.0,12,2,13,13,15.6,10.0,0,0.0,On Time,3,10.8,4.553734061930784,280,7,27.999999999999993,0.6425714796889788,1.63,0.6,Accept in current sprint
CR_000183,95,Sprint 17 - Yenisei - Release X+2,REL_X+2,6065,Display Card Screen,User Story,User Story,7,High,2024-06-14,5,50.0,34,0,34,34,63.6,69.4,0,0.0,On Time,7,8.8,3.0,360,9,180.0,0.6146349591331983,1.35,0.9,Accept in current sprint
CR_000184,504,Sprint 10 - Yenisei - Release X+4,REL_X+4,7138,iOS development task 1,Task,Task,3,Low,2024-08-22,4,40.0,18,2,20,20,9.5,81.0,0,0.0,On Time,3,5.8,4.553734061930784,360,9,216.0,0.6250019737903875,1.28,0.3,Accept in current sprint
CR_000185,889,Sprint 5 - Yangtze - Release X+6,REL_X+6,6361,iOS UI implementation,Task,Task,2,Critical,2024-11-24,8,80.0,12,2,14,14,30.2,14.5,0,0.0,On Time,2,9.3,4.553734061930784,320,8,63.999999999999986,0.7731485720278729,1.56,1.2,Accept in current sprint
CR_000186,1672,Sprint 8 - Amazon - Release X+10,REL_X+10,243,iOS development task 1,Task,Task,3,High,2025-09-23,1,10.0,19,0,19,19,22.5,85.3,0,0.0,On Time,3,2.8,6.0,240,6,216.0,0.6049787975828642,1.07,0.9,Accept in current sprint
CR_000187,773,Sprint 19 - Waikato - Release X+5,REL_X+5,865,Send email,User Story,User Story,5,Critical,2025-02-02,8,80.0,28,3,29,29,75.2,9.4,1,45.0,Critical,5,10.8,16.0,120,3,23.999999999999993,0.6062773629916695,1.56,1.2,Defer to next sprint
CR_000188,1495,Sprint 13 - Nile - Release X+9,REL_X+9,7534,Android development task -1,Task,Task,1,Critical,2025-09-06,4,40.0,7,1,8,8,13.2,54.2,0,0.0,On Time,1,4.8,10.0,280,7,168.0,0.6775038593408753,1.28,1.2,Accept in current sprint
